sex,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,length_of_stay,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,not_recidivist
1,0,0,0,0,0,1,0,0,1,1
0,1,0,0,0,0,-1,1,0,0,1
1,0,0,0,0,0,2,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,2,1,0,0,1
1,1,0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,-1,0,1,0,1
1,0,0,0,1,3,33,1,0,0,0
0,0,0,0,0,2,1,1,0,0,1
0,1,0,0,0,4,0,0,1,0,0
1,0,0,0,0,0,-1,0,1,0,1
1,0,0,0,0,2,0,1,0,0,1
0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,3,-1,0,1,0,1
1,0,0,0,0,0,12,1,0,0,0
1,0,0,0,1,5,27,1,0,0,1
1,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,4,2,1,0,0,1
1,1,0,0,0,5,65,1,0,0,0
0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,4,43,1,0,0,0
1,1,0,0,0,6,1,0,1,0,0
1,0,0,0,0,23,403,0,1,0,0
1,0,0,1,0,13,1,1,0,0,0
1,0,0,0,0,9,2,1,0,0,0
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,7,0,1,0,0,1
1,0,0,0,0,5,4,1,0,0,1
1,1,0,0,0,0,10,0,1,0,1
1,0,0,0,0,5,4,1,0,0,0
0,1,0,0,0,0,4,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,2,6,0,1,0,0,1
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,3,4,0,0,1,0
1,1,0,0,0,2,-1,1,0,0,1
0,0,0,0,0,0,-1,1,0,0,1
1,0,0,0,0,8,20,1,0,0,0
1,1,0,0,0,2,0,0,1,0,0
1,1,0,0,0,3,0,1,0,0,1
1,0,0,0,0,2,2,0,0,1,0
0,0,0,0,0,14,122,0,1,0,0
1,1,0,0,0,9,4,1,0,0,0
1,1,0,0,0,9,32,1,0,0,1
1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,2,0,0,19,17,1,0,0,0
1,0,0,0,0,1,15,1,0,0,1
0,0,0,0,0,0,2,1,0,0,0
1,1,0,0,0,0,6,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,5,0,1,0,0,1
1,0,4,1,0,11,117,1,0,0,1
1,1,0,1,3,4,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,10,5,1,0,0,0
1,0,0,0,0,0,1,0,0,1,1
1,1,0,0,0,5,0,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,1,3,25,1,0,0,1
1,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,4,2,0,1,0,1
0,0,0,0,0,3,18,0,1,0,1
1,1,0,1,2,3,0,0,0,1,1
1,0,0,0,0,0,71,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,10,73,0,1,0,0
1,1,0,0,0,1,0,1,0,0,0
1,1,0,0,0,0,3,0,0,1,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,19,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,6,1,1,0,0,1
1,0,0,0,1,2,274,1,0,0,1
1,1,0,0,0,11,1,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,7,0,1,0,0,0
1,0,0,0,0,2,1,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,2,12,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0
1,1,2,0,1,15,70,1,0,0,0
1,0,0,0,0,2,-1,1,0,0,0
1,0,0,0,0,10,2,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,8,172,0,1,0,1
1,0,0,0,0,14,2,1,0,0,0
1,0,0,1,0,13,0,1,0,0,0
1,0,0,0,0,9,24,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,60,0,1,0,1
1,0,0,0,0,4,33,1,0,0,1
1,1,0,0,0,1,30,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,3,6,0,0,1,1
1,0,0,0,0,6,18,1,0,0,0
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,3,1,0,0,1,0
1,0,0,0,0,0,3,0,0,1,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,3,0,18,17,1,0,0,1
1,0,0,0,0,1,290,1,0,0,1
1,1,0,0,0,2,47,1,0,0,0
1,1,0,0,1,3,2,1,0,0,1
1,0,0,0,0,5,4,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,7,0,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,0,3,0,0,1,1
1,0,0,0,0,10,108,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,8,0,1,0,0,0
1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
1,0,0,1,0,1,8,1,0,0,1
1,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,1,2,1,0,0,1
0,0,0,0,0,6,310,0,0,1,1
1,1,0,0,0,0,2,1,0,0,1
1,1,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,7,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,9,4,0,1,0,1
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,0,28,1,0,0,1
1,1,0,0,0,1,36,0,0,1,0
1,0,0,0,0,4,1,1,0,0,0
1,1,0,0,0,3,1,0,1,0,0
1,0,0,0,0,0,2,0,1,0,1
1,0,0,0,0,8,99,0,1,0,0
1,0,0,0,0,5,0,1,0,0,1
1,0,0,0,0,9,25,1,0,0,1
1,0,0,0,0,5,242,0,1,0,0
0,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,5,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0
1,1,0,0,0,2,2,0,1,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,4,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,21,64,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,8,13,1,0,0,0
1,0,0,0,0,1,7,0,0,1,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,1,1,0,0,0,1,0
1,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,14,0,1,0,0
1,0,0,0,0,2,0,0,1,0,1
0,0,0,1,0,11,15,1,0,0,0
1,0,0,0,0,4,29,1,0,0,1
1,0,0,1,0,14,2,1,0,0,0
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,5,202,0,1,0,0
1,0,0,0,0,0,34,1,0,0,0
1,1,0,0,0,7,1,1,0,0,0
1,0,0,0,1,8,4,1,0,0,1
0,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,4,183,1,0,0,1
0,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,49,1,0,0,0
1,0,0,0,0,1,2,0,1,0,1
1,1,0,0,0,0,2,1,0,0,0
0,0,0,0,0,4,1,1,0,0,1
1,0,0,0,1,4,1,1,0,0,1
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,2,1,1,0,0,1
1,0,0,0,0,5,12,0,1,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,4,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,2,1,0,0,1
0,0,0,0,0,1,0,1,0,0,1
1,0,0,1,0,13,-1,1,0,0,0
1,0,0,0,0,9,0,1,0,0,1
1,1,0,0,1,1,1,1,0,0,1
1,1,0,0,0,0,116,1,0,0,1
0,1,0,0,0,1,0,1,0,0,1
1,0,0,0,1,3,0,1,0,0,1
0,0,0,0,0,7,1,0,1,0,1
1,0,0,0,0,0,50,0,0,1,1
1,0,0,0,0,2,3,1,0,0,0
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,1,1,0,0,1
0,1,0,0,0,1,1,0,0,1,1
1,0,0,0,0,13,0,1,0,0,0
1,0,0,0,0,0,2,0,1,0,1
1,0,0,0,0,2,0,1,0,0,1
1,1,0,0,0,0,-1,0,1,0,1
1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,15,0,0,1,0
1,0,0,0,0,3,1,0,0,1,0
1,0,0,0,0,2,2,1,0,0,1
1,1,0,0,1,2,3,0,1,0,1
1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,2,4,0,1,0,1
1,0,0,0,0,11,44,1,0,0,0
1,0,0,1,1,7,0,1,0,0,0
0,1,0,0,0,7,8,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,4,5,0,1,0,1
1,1,0,0,0,0,18,0,0,1,1
1,0,0,0,0,1,-1,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,6,0,0,1,0
1,1,0,0,1,7,27,1,0,0,0
1,1,0,0,0,0,18,1,0,0,1
1,0,0,2,1,13,14,1,0,0,0
1,1,0,0,0,2,7,1,0,0,0
1,1,0,0,0,0,3,0,0,1,0
1,0,2,0,0,4,86,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,6,1,0,0,0
1,1,0,0,0,1,5,0,1,0,0
1,0,0,0,0,4,0,1,0,0,1
1,1,0,0,2,5,4,0,0,1,0
1,1,0,0,2,0,2,0,0,1,0
1,0,0,0,0,2,26,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
1,0,0,0,1,0,-1,0,0,1,1
1,0,0,0,0,4,92,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
0,1,0,0,0,0,36,0,0,1,1
1,1,0,0,0,2,1,0,1,0,1
1,0,0,0,0,9,2,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,3,128,0,0,1,1
1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,9,54,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,4,80,1,0,0,1
1,1,0,0,0,1,69,1,0,0,0
1,1,0,0,0,2,0,1,0,0,1
0,0,0,0,0,4,0,0,1,0,1
0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,12,5,1,0,0,0
1,1,0,0,0,0,-1,1,0,0,1
0,0,0,0,0,5,0,1,0,0,1
1,0,1,0,0,2,18,0,0,1,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,2,1,0,0,1
1,1,0,0,0,11,12,0,1,0,0
1,1,0,0,0,2,1,0,1,0,1
1,0,0,0,0,4,7,0,1,0,1
1,0,0,0,0,21,85,0,1,0,0
0,1,0,0,0,1,1,0,1,0,1
0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,1,1,0,0,1
1,1,0,2,0,5,0,1,0,0,0
1,0,0,1,0,1,59,0,0,1,0
1,0,0,0,1,26,1,1,0,0,0
1,0,0,0,0,1,49,0,0,1,0
1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,4,0,1,0,0,0
0,0,0,0,0,3,1,1,0,0,0
1,1,0,0,0,3,12,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,11,0,1,0,0,0
1,0,0,0,0,5,2,0,1,0,0
1,0,0,0,0,18,9,1,0,0,0
1,0,0,0,0,15,55,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,8,1,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,6,1,1,0,0,1
1,0,0,0,0,3,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,2,11,1,0,0,0
1,0,0,0,0,3,1,1,0,0,1
1,1,0,0,0,1,1,1,0,0,1
1,1,0,0,0,5,1,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1
1,1,0,0,0,2,0,1,0,0,1
1,1,0,0,0,0,2,0,1,0,1
0,1,0,0,0,4,54,1,0,0,0
1,1,0,0,0,9,1,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,2,0,0,1,1
1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,4,15,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,4,1,1,0,0,1
1,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,3,33,1,0,0,0
1,0,0,0,0,1,7,0,1,0,1
1,1,0,0,0,3,1,1,0,0,0
1,0,0,0,0,14,1,1,0,0,0
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,5,0,37,30,1,0,0,0
1,0,0,0,0,2,237,0,0,1,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,2,192,1,0,0,0
0,1,0,0,0,2,1,1,0,0,1
0,0,0,0,0,7,2,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,13,1,0,0,1
0,0,0,0,0,3,4,1,0,0,0
1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,2,0,15,2,1,0,0,0
1,0,0,0,0,6,13,0,1,0,0
1,0,0,0,0,17,130,0,0,1,0
1,0,0,0,1,1,242,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,1,6,0,1,0,1
1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,10,9,0,1,0,0
1,1,0,1,2,1,12,0,0,1,1
1,1,0,0,0,6,1,1,0,0,0
1,0,0,0,0,1,70,0,1,0,0
1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,3,9,214,1,0,0,0
1,1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,10,8,1,0,0,0
1,1,0,0,0,3,127,0,0,1,0
1,0,0,0,0,0,3,0,1,0,1
1,0,1,2,2,3,0,0,0,1,0
1,0,3,0,0,13,0,1,0,0,1
1,0,0,0,0,3,20,0,1,0,0
1,0,0,0,0,5,5,1,0,0,0
1,0,0,0,0,2,3,0,1,0,1
1,1,0,0,0,0,9,0,0,1,0
1,1,0,0,0,1,1,0,1,0,1
0,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,2,0,0,1,1
1,0,0,0,0,1,2,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,-1,1,0,0,0
1,0,0,0,0,2,-1,1,0,0,0
1,1,0,0,0,3,1,1,0,0,1
1,0,0,0,0,3,2,1,0,0,0
1,0,0,0,0,7,10,1,0,0,0
1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,40,1,0,0,0
0,1,0,0,0,2,0,1,0,0,1
1,0,0,1,0,21,2,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,25,40,1,0,0,0
0,1,0,0,0,0,2,0,0,1,1
1,1,0,0,0,0,5,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,1,0,0
1,1,0,0,0,0,1,1,0,0,0
1,1,0,0,0,1,24,1,0,0,1
0,0,0,0,0,12,0,1,0,0,0
1,0,0,0,0,3,0,1,0,0,1
1,0,0,0,0,15,0,0,1,0,0
1,0,0,0,0,9,16,1,0,0,0
0,0,0,0,0,1,4,1,0,0,1
1,0,0,1,0,1,0,0,0,1,1
1,0,0,0,0,1,0,0,1,0,1
1,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,3,0,0,0,1,0
1,1,0,0,0,1,1,1,0,0,0
1,1,0,0,0,1,0,1,0,0,1
1,1,0,0,1,1,21,0,0,1,0
1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,5,0,1,0,0,1
1,0,0,0,0,6,1,1,0,0,0
1,0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,2,1,1,0,0,0
1,1,0,0,0,0,2,1,0,0,1
1,0,0,0,0,22,1,0,1,0,0
1,0,0,0,0,4,2,1,0,0,0
1,1,0,0,0,2,0,1,0,0,1
0,0,0,0,0,1,3,0,0,1,1
1,0,0,0,0,3,1,0,0,1,1
1,0,0,0,0,2,1,1,0,0,1
1,0,0,0,0,7,54,1,0,0,0
0,0,0,3,2,14,5,1,0,0,0
1,1,0,0,0,2,1,1,0,0,1
1,0,0,0,0,6,1,0,0,1,0
1,0,0,0,0,2,28,1,0,0,1
0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1,1
1,0,0,0,0,5,6,1,0,0,0
1,1,0,0,0,4,1,1,0,0,1
1,0,0,1,0,1,-1,0,0,1,0
1,1,0,0,0,1,11,0,1,0,1
0,0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,2,-1,1,0,0,1
1,1,0,3,0,8,41,1,0,0,0
1,1,0,0,0,2,0,1,0,0,1
1,1,0,0,0,0,3,1,0,0,0
1,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,3,1,1,0,0,1
1,1,0,0,0,0,1,0,0,1,1
1,1,0,0,1,0,8,0,0,1,0
0,1,0,0,0,4,1,1,0,0,0
1,0,0,0,0,1,6,0,0,1,0
1,0,0,0,0,3,0,0,1,0,1
1,0,0,0,0,7,77,1,0,0,0
1,0,0,0,0,1,16,0,0,1,0
1,1,0,0,0,0,13,1,0,0,1
1,1,0,0,0,3,1,0,1,0,1
1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,17,46,0,1,0,0
1,0,0,0,1,8,1,1,0,0,0
1,1,0,0,0,1,1,0,0,1,1
1,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,1,2,1,0,0,1,0
1,1,0,0,0,4,2,0,1,0,1
1,0,0,0,0,4,-1,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,1,0,1,0,0
1,1,0,0,0,1,1,0,1,0,1
1,0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,27,0,1,0,1
1,1,0,0,3,3,1,0,0,1,0
1,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,10,3,1,0,0,0
1,0,0,0,0,10,0,1,0,0,0
1,0,0,0,0,6,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,10,22,0,1,0,1
1,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,10,4,0,1,0,0
1,0,0,0,0,4,0,1,0,0,1
1,1,0,0,0,10,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,3,1,1,0,0,1
1,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,30,0,1,0,1
1,1,3,0,0,16,81,1,0,0,1
1,0,0,1,3,4,1,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,2,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,54,1,0,0,1
0,0,0,0,0,7,18,0,1,0,1
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,3,1,1,0,0,0
1,0,0,0,0,1,2,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,11,11,1,0,0,0
1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,10,43,0,1,0,0
1,0,0,0,0,4,0,1,0,0,0
1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,2,0,0,1,1
0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,16,68,0,1,0,0
1,0,0,0,0,4,29,1,0,0,1
1,0,0,0,0,8,1,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,9,1,1,0,0,0
1,0,0,0,0,1,0,0,1,0,1
1,1,0,0,0,1,2,1,0,0,1
0,1,0,0,0,0,4,0,1,0,0
0,0,0,0,0,8,43,0,1,0,1
1,0,0,1,2,5,6,1,0,0,0
1,0,0,0,0,13,0,0,1,0,0
1,0,0,0,0,8,1,1,0,0,0
1,0,0,0,0,0,1,0,0,1,1
1,0,0,1,0,1,1,0,0,1,1
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,73,0,1,0,1
1,1,0,0,0,1,292,1,0,0,1
1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,5,-1,0,1,0,0
1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,0,4,1,0,0,1
1,0,1,0,1,1,1,0,0,1,0
1,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,28,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1
1,0,0,1,0,2,76,0,0,1,1
1,1,0,0,0,33,242,0,1,0,0
0,1,0,0,0,1,1,0,1,0,1
1,0,0,0,0,1,27,0,0,1,0
1,0,0,0,2,4,0,0,0,1,0
1,0,0,0,0,0,2,1,0,0,1
1,0,0,0,0,1,32,1,0,0,1
1,1,0,0,0,4,1,1,0,0,1
0,1,0,0,0,0,5,1,0,0,1
1,1,0,0,0,14,0,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
1,0,0,0,0,15,1,1,0,0,1
1,0,0,0,0,1,1,0,0,1,1
1,0,0,0,0,1,0,0,1,0,1
1,1,0,0,0,2,0,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
1,0,2,0,0,18,33,1,0,0,0
1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,3,1,0,1,0,1
0,0,0,0,0,14,1,1,0,0,1
1,0,0,0,0,7,1,1,0,0,0
1,0,0,2,2,20,29,1,0,0,0
1,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,-1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,1,2,5,155,1,0,0,0
1,1,0,0,0,3,39,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,-1,1,0,0,0
1,0,0,0,0,1,2,1,0,0,1
1,1,0,0,0,2,15,0,0,1,1
1,0,0,0,0,16,0,1,0,0,0
1,1,0,0,0,0,7,1,0,0,1
1,1,0,1,1,1,0,0,0,1,1
1,0,0,0,0,1,168,1,0,0,0
1,1,0,0,0,0,-1,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,1,2,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,7,24,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,8,49,1,0,0,0
1,1,0,0,0,0,2,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,1,1,0,0,0
0,1,0,0,0,1,10,1,0,0,0
1,1,0,0,0,9,1,1,0,0,0
1,0,0,0,0,2,7,0,1,0,0
1,0,0,0,0,1,22,1,0,0,0
1,0,0,0,0,2,18,1,0,0,1
0,0,0,3,1,4,0,0,0,1,0
1,0,0,0,0,1,2,0,0,1,1
0,0,0,0,0,2,11,0,1,0,1
1,0,0,0,0,2,9,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,7,0,0,1,0
0,1,0,0,0,0,3,0,1,0,1
1,1,0,0,0,0,27,0,1,0,1
1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,3,1,0,1,0,0
1,0,1,1,0,5,136,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
1,0,1,0,0,2,1,0,0,1,0
1,0,0,0,0,5,36,1,0,0,0
1,0,0,0,0,4,1,1,0,0,1
1,0,0,0,0,1,15,0,0,1,0
0,0,1,0,0,7,1,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,3,9,1,0,0,0
1,1,0,0,0,0,1,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,2,0,1,0,1
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,22,1,0,1,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,9,196,1,0,0,0
1,1,0,0,0,1,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,1,0,0
1,0,0,1,3,10,1,1,0,0,0
1,1,0,0,0,0,1,0,0,1,1
0,1,0,0,0,0,20,0,1,0,0
1,1,0,0,0,2,0,0,1,0,0
0,0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,11,2,1,0,0,0
1,1,0,0,0,5,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,13,1,1,0,0,0
1,1,0,0,0,13,33,1,0,0,0
1,0,0,0,0,5,0,1,0,0,0
1,0,0,0,1,0,-1,0,0,1,1
1,0,0,0,0,8,2,1,0,0,0
0,0,0,0,0,13,1,1,0,0,1
1,0,0,0,2,0,13,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,2,0,0,1,0,1
0,0,0,0,0,5,0,1,0,0,0
1,0,0,0,0,7,181,0,1,0,1
0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,6,0,1,0,0,0
1,1,0,0,0,3,1,1,0,0,1
1,0,1,0,0,3,3,1,0,0,0
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,7,1,0,0,0
1,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,1,0,0,0,1,1
1,1,0,0,0,3,1,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,14,33,0,1,0,0
1,0,1,0,0,1,1,0,0,1,0
1,1,0,0,0,6,10,1,0,0,1
0,1,0,0,0,2,0,0,1,0,0
1,0,0,0,0,7,0,1,0,0,1
1,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,7,2,0,1,0,0
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,2,1,0,0,1
